ExperimentID,ImageName,ImageID,PredictionID,Prediction_left,Prediction_top,Prediction_right,Prediction_bottom,Prediction_confidence
20, crop001715.png, 38, 4, 166, 107, 207, 304, 99.7
20, crop001715.png, 38, 5, 278, 115, 319, 145, 2.6
20, crop001715.png, 38, 6, 325, 114, 343, 144, 3.2
20, crop001715.png, 38, 7, 410, 125, 414, 140, 5.9
20, crop001715.png, 38, 8, 411, 128, 415, 148, 2.5
20, crop001715.png, 38, 9, 407, 121, 415, 157, 1.3
20, crop001715.png, 38, 10, 168, 135, 175, 149, 1.4
20, crop001715.png, 38, 11, 164, 134, 177, 167, 1.1
20, person_115.png, 39, 1, 36, 53, 162, 390, 99.9
20, person_115.png, 39, 2, 132, 66, 231, 371, 99.5
20, person_115.png, 39, 3, 225, 96, 326, 380, 99.7
20, person_115.png, 39, 4, 0, 104, 15, 166, 85.9
20, person_115.png, 39, 5, 0, 94, 11, 200, 1.2
20, crop_000020.png, 40, 1, 114, 50, 185, 368, 99.5
20, crop001555.png, 41, 1, 234, 44, 272, 117, 3.0
20, crop001555.png, 41, 2, 64, 105, 113, 224, 99.4
20, crop001555.png, 41, 3, 344, 215, 386, 318, 99.3
20, crop001555.png, 41, 4, 123, 205, 182, 327, 96.6
20, crop001555.png, 41, 5, 199, 210, 273, 336, 99.8
20, crop001555.png, 41, 6, 392, 267, 416, 330, 68.5
20, crop001555.png, 41, 7, 396, 273, 415, 378, 2.5
20, crop001555.png, 41, 8, 409, 256, 416, 327, 1.2
20, person_186.png, 42, 1, 157, 147, 243, 361, 5.2
20, person_186.png, 42, 2, 210, 161, 230, 256, 78.5
20, person_186.png, 42, 3, 256, 161, 280, 264, 98.9
20, person_186.png, 42, 4, 220, 150, 265, 339, 99.8
20, person_186.png, 42, 5, 163, 157, 213, 340, 99.8
20, person_186.png, 42, 6, 273, 145, 278, 156, 4.3
20, person_186.png, 42, 7, 281, 145, 287, 156, 2.8
20, person_186.png, 42, 8, 288, 144, 294, 157, 11.2
20, person_186.png, 42, 9, 213, 158, 227, 209, 8.1
20, person_212.png, 43, 1, 12, 105, 123, 382, 9.8
20, person_212.png, 43, 2, 53, 372, 168, 423, 1.7
20, person_212.png, 43, 3, 200, 160, 235, 308, 99.5
20, person_212.png, 43, 4, 72, 370, 137, 418, 79.7
20, crop001660.png, 44, 1, 105, 141, 146, 303, 99.9
20, person_263.png, 45, 1, 35, 113, 113, 317, 98.5
20, person_263.png, 45, 2, 100, 91, 199, 358, 2.3
20, person_263.png, 45, 3, 396, 141, 416, 199, 8.3
20, person_263.png, 45, 4, 184, 135, 243, 250, 12.2
20, person_263.png, 45, 5, 397, 141, 414, 254, 1.2
20, person_263.png, 45, 6, 2, 164, 41, 271, 97.4
20, person_263.png, 45, 7, 237, 140, 280, 351, 97.8
20, person_263.png, 45, 8, 122, 115, 180, 400, 99.3
20, person_263.png, 45, 9, 183, 140, 247, 367, 97.9
20, person_263.png, 45, 10, 90, 238, 116, 292, 1.0
20, person_263.png, 45, 11, 186, 224, 245, 347, 1.1
20, person_263.png, 45, 12, 230, 217, 273, 358, 1.1
20, person_263.png, 45, 13, 404, 142, 415, 186, 12.8
20, person_065.png, 46, 1, 170, 126, 224, 391, 99.9
20, person_290.png, 47, 1, 189, 142, 283, 392, 93.5
20, person_and_bike_096.png, 48, 1, 132, 40, 225, 334, 99.9
20, person_and_bike_149.png, 49, 1, 16, 74, 126, 399, 1.5
20, person_and_bike_149.png, 49, 2, 112, 125, 155, 215, 55.4
20, person_and_bike_149.png, 49, 3, 98, 138, 147, 269, 2.1
20, person_and_bike_149.png, 49, 4, 238, 165, 259, 257, 48.4
20, person_and_bike_149.png, 49, 5, 113, 135, 155, 308, 29.1
20, person_and_bike_149.png, 49, 6, 232, 160, 266, 283, 4.9
20, person_and_bike_149.png, 49, 7, 133, 159, 198, 384, 99.4
20, person_and_bike_149.png, 49, 8, 94, 267, 116, 326, 2.0
20, person_and_bike_149.png, 49, 9, 167, 148, 174, 159, 4.5
20, person_and_bike_149.png, 49, 10, 167, 151, 175, 164, 18.8
20, person_and_bike_149.png, 49, 11, 170, 156, 178, 174, 1.3
20, person_and_bike_149.png, 49, 12, 167, 151, 179, 182, 1.9
20, person_and_bike_149.png, 49, 13, 177, 159, 183, 177, 1.3
20, person_and_bike_149.png, 49, 14, 177, 152, 187, 188, 7.8
20, person_and_bike_149.png, 49, 15, 184, 159, 190, 178, 9.0
20, person_and_bike_149.png, 49, 16, 191, 157, 196, 179, 11.8
20, person_and_bike_149.png, 49, 17, 243, 154, 256, 181, 1.1
20, person_and_bike_149.png, 49, 18, 180, 156, 190, 189, 85.3
20, person_and_bike_149.png, 49, 19, 190, 156, 198, 188, 68.0
20, person_and_bike_149.png, 49, 20, 239, 164, 259, 204, 9.5
20, person_087.png, 50, 1, 190, 135, 299, 373, 100.0
20, person_087.png, 50, 2, 24, 99, 53, 151, 2.7
20, person_087.png, 50, 3, 177, 121, 231, 224, 13.7
20, person_087.png, 50, 4, 178, 127, 229, 324, 87.2
20, crop001723.png, 51, 1, 199, 186, 297, 408, 1.8
20, crop001723.png, 51, 2, 264, 180, 291, 235, 12.5
20, crop001723.png, 51, 3, 335, 169, 377, 289, 67.1
20, crop001723.png, 51, 4, 339, 171, 417, 293, 83.1
20, crop001723.png, 51, 5, 381, 189, 413, 277, 12.6
20, crop001723.png, 51, 6, 398, 178, 415, 284, 3.4
20, crop001723.png, 51, 7, 232, 182, 282, 397, 99.7
20, crop001723.png, 51, 8, 269, 192, 288, 228, 1.2
20, crop001723.png, 51, 9, 195, 216, 210, 231, 2.4
20, crop001723.png, 51, 10, 191, 213, 215, 233, 1.2
20, person_and_bike_073.png, 52, 1, 148, 47, 217, 405, 99.8
20, person_and_bike_161.png, 53, 1, 142, 61, 246, 365, 100.0
20, person_090.png, 54, 1, 190, 126, 288, 362, 99.9
20, person_090.png, 54, 2, 275, 139, 310, 218, 97.8
20, person_090.png, 54, 3, 1, 109, 50, 385, 1.1
20, person_090.png, 54, 4, 0, 104, 8, 160, 7.4
20, crop001544.png, 55, 1, 121, 108, 206, 356, 97.1
20, crop001544.png, 55, 2, 200, 131, 291, 357, 98.5
20, crop001544.png, 55, 3, 384, 126, 392, 138, 3.0
20, crop001544.png, 55, 4, 318, 130, 327, 139, 1.4
20, crop001544.png, 55, 5, 377, 130, 386, 147, 1.5
20, crop001544.png, 55, 6, 375, 128, 389, 153, 8.6
20, crop001544.png, 55, 7, 384, 130, 392, 145, 3.1
20, crop001544.png, 55, 8, 379, 125, 393, 155, 50.7
20, crop_000009.png, 56, 1, 74, 53, 253, 391, 99.9
20, person_120.png, 57, 1, 120, 131, 236, 308, 99.9
20, person_120.png, 57, 2, 216, 126, 307, 306, 99.9
20, person_120.png, 57, 3, 289, 122, 295, 133, 1.6
20, person_120.png, 57, 4, 144, 137, 149, 152, 8.4
20, person_120.png, 57, 5, 152, 137, 162, 148, 1.4
20, person_120.png, 57, 6, 140, 143, 145, 154, 4.3
20, person_120.png, 57, 7, 144, 142, 150, 155, 14.6
20, person_120.png, 57, 8, 149, 144, 158, 153, 1.6
20, person_120.png, 57, 9, 311, 145, 321, 182, 7.3
20, person_120.png, 57, 10, 313, 158, 320, 181, 2.0
20, person_120.png, 57, 11, 313, 155, 328, 183, 1.4
20, person_and_bike_189.png, 58, 1, 73, 90, 209, 157, 1.6
20, person_and_bike_189.png, 58, 2, 91, 91, 320, 154, 2.9
20, person_and_bike_189.png, 58, 3, 332, 119, 416, 183, 1.2
20, person_and_bike_189.png, 58, 4, 151, 89, 251, 413, 99.9
20, person_and_bike_189.png, 58, 5, 208, 87, 230, 140, 2.7
20, person_and_bike_189.png, 58, 6, 316, 90, 338, 143, 2.2
20, person_and_bike_189.png, 58, 7, 334, 92, 354, 145, 7.9
20, person_and_bike_189.png, 58, 8, 217, 94, 238, 148, 1.2
20, person_and_bike_189.png, 58, 9, 257, 89, 281, 158, 91.8
20, person_and_bike_189.png, 58, 10, 288, 95, 308, 161, 1.2
20, person_and_bike_189.png, 58, 11, 123, 82, 129, 96, 16.1
20, person_and_bike_189.png, 58, 12, 126, 81, 131, 96, 14.5
20, person_and_bike_189.png, 58, 13, 218, 82, 225, 93, 1.7
20, person_and_bike_189.png, 58, 14, 224, 83, 231, 96, 4.9
20, person_and_bike_189.png, 58, 15, 240, 86, 246, 92, 1.0
20, person_and_bike_189.png, 58, 16, 249, 86, 254, 93, 3.4
20, person_and_bike_189.png, 58, 17, 399, 88, 405, 100, 1.0
20, person_and_bike_189.png, 58, 18, 105, 85, 112, 101, 1.0
20, person_and_bike_189.png, 58, 19, 100, 81, 113, 111, 3.3
20, person_and_bike_189.png, 58, 20, 110, 82, 118, 100, 41.3
20, person_and_bike_189.png, 58, 21, 121, 85, 128, 97, 3.7
20, person_and_bike_189.png, 58, 22, 127, 85, 133, 97, 3.2
20, person_and_bike_189.png, 58, 23, 225, 86, 233, 103, 3.2
20, person_and_bike_189.png, 58, 24, 223, 81, 235, 109, 2.4
20, person_and_bike_189.png, 58, 25, 231, 84, 239, 105, 32.8
20, person_and_bike_189.png, 58, 26, 239, 85, 249, 110, 86.8
20, person_and_bike_189.png, 58, 27, 249, 87, 255, 107, 11.1
20, person_and_bike_189.png, 58, 28, 246, 85, 257, 111, 1.5
20, person_and_bike_189.png, 58, 29, 255, 88, 263, 103, 1.6
20, person_and_bike_189.png, 58, 30, 296, 88, 302, 107, 1.3
20, person_and_bike_189.png, 58, 31, 312, 88, 318, 107, 2.0
20, person_and_bike_189.png, 58, 32, 329, 85, 338, 115, 1.6
20, person_and_bike_189.png, 58, 33, 354, 92, 362, 105, 10.1
20, person_and_bike_189.png, 58, 34, 358, 94, 366, 105, 28.7
20, person_and_bike_189.png, 58, 35, 369, 89, 378, 108, 65.2
20, person_and_bike_189.png, 58, 36, 372, 90, 381, 108, 7.3
20, person_and_bike_189.png, 58, 37, 397, 89, 406, 106, 18.9
20, person_and_bike_189.png, 58, 38, 396, 88, 409, 112, 1.4
20, person_and_bike_189.png, 58, 39, 97, 82, 109, 122, 96.0
20, person_and_bike_189.png, 58, 40, 106, 85, 120, 116, 2.2
20, person_and_bike_189.png, 58, 41, 241, 92, 247, 110, 4.0
20, person_and_bike_189.png, 58, 42, 251, 88, 263, 121, 14.5
20, person_and_bike_189.png, 58, 43, 261, 90, 278, 121, 1.6
20, person_and_bike_189.png, 58, 44, 287, 87, 296, 126, 3.7
20, person_and_bike_189.png, 58, 45, 296, 86, 303, 126, 1.9
20, person_and_bike_189.png, 58, 46, 306, 86, 313, 127, 6.5
20, person_and_bike_189.png, 58, 47, 312, 86, 319, 126, 38.7
20, person_and_bike_189.png, 58, 48, 335, 97, 341, 114, 5.5
20, person_and_bike_189.png, 58, 49, 340, 87, 354, 128, 94.9
20, person_and_bike_189.png, 58, 50, 358, 99, 367, 108, 1.7
20, person_and_bike_189.png, 58, 51, 207, 90, 218, 130, 3.5
20, person_and_bike_189.png, 58, 52, 213, 89, 226, 132, 10.1
20, person_and_bike_189.png, 58, 53, 223, 86, 237, 138, 60.2
20, person_and_bike_189.png, 58, 54, 328, 89, 338, 135, 38.9
20, person_and_bike_189.png, 58, 55, 333, 91, 342, 134, 1.6
20, person_and_bike_189.png, 58, 56, 253, 85, 265, 154, 7.9
20, person_and_bike_189.png, 58, 57, 268, 89, 281, 151, 3.5
20, person_and_bike_189.png, 58, 58, 304, 92, 314, 150, 1.4
20, person_159.png, 59, 1, 26, 161, 327, 217, 2.2
20, person_159.png, 59, 2, 137, 169, 405, 228, 6.6
20, person_159.png, 59, 3, 232, 171, 435, 239, 1.4
20, person_159.png, 59, 4, 17, 155, 396, 290, 1.8
20, person_159.png, 59, 5, 315, 161, 337, 209, 2.6
20, person_159.png, 59, 6, 392, 160, 416, 212, 2.0
20, person_159.png, 59, 7, 44, 163, 68, 213, 9.9
20, person_159.png, 59, 8, 227, 161, 246, 222, 3.0
20, person_159.png, 59, 9, 344, 169, 368, 229, 40.7
20, person_159.png, 59, 10, 383, 173, 408, 224, 2.5
20, person_159.png, 59, 11, 0, 158, 22, 246, 60.3
20, person_159.png, 59, 12, 82, 164, 100, 245, 45.5
20, person_159.png, 59, 13, 117, 160, 141, 256, 99.1
20, person_159.png, 59, 14, 166, 163, 179, 241, 70.0
20, person_159.png, 59, 15, 233, 168, 250, 251, 2.4
20, person_159.png, 59, 16, 288, 169, 308, 255, 1.6
20, person_159.png, 59, 17, 318, 164, 340, 265, 31.3
20, person_159.png, 59, 18, 352, 178, 391, 237, 83.9
20, person_159.png, 59, 19, 394, 186, 416, 240, 15.2
20, person_159.png, 59, 20, 172, 160, 203, 289, 99.8
20, person_159.png, 59, 21, 201, 141, 239, 307, 99.9
20, person_159.png, 59, 22, 228, 151, 245, 297, 21.2
20, person_159.png, 59, 23, 294, 162, 334, 283, 98.7
20, person_159.png, 59, 24, 0, 184, 19, 278, 17.1
20, person_159.png, 59, 25, 0, 149, 24, 313, 1.9
20, person_159.png, 59, 26, 137, 168, 169, 295, 99.8
20, person_159.png, 59, 27, 244, 166, 282, 307, 99.9
20, person_159.png, 59, 28, 305, 154, 314, 171, 1.1
20, person_159.png, 59, 29, 316, 156, 326, 172, 1.1
20, person_159.png, 59, 30, 407, 153, 414, 171, 2.0
20, person_159.png, 59, 31, 404, 150, 415, 178, 1.7
20, person_159.png, 59, 32, 134, 158, 140, 175, 3.4
20, person_159.png, 59, 33, 318, 160, 329, 176, 3.0
20, person_159.png, 59, 34, 315, 157, 332, 183, 11.6
20, person_159.png, 59, 35, 351, 161, 361, 178, 1.0
20, person_159.png, 59, 36, 361, 164, 370, 180, 1.7
20, person_159.png, 59, 37, 375, 165, 385, 179, 1.2
20, person_159.png, 59, 38, 383, 162, 392, 180, 7.2
20, person_159.png, 59, 39, 397, 155, 412, 187, 1.3
20, person_159.png, 59, 40, 32, 165, 41, 183, 1.7
20, person_159.png, 59, 41, 44, 162, 61, 185, 1.2
20, person_159.png, 59, 42, 85, 156, 97, 190, 1.0
20, person_159.png, 59, 43, 116, 155, 128, 192, 1.6
20, person_159.png, 59, 44, 136, 163, 142, 183, 1.8
20, person_159.png, 59, 45, 133, 158, 143, 190, 3.8
20, person_159.png, 59, 46, 161, 171, 166, 182, 3.1
20, person_159.png, 59, 47, 233, 157, 249, 197, 24.5
20, person_159.png, 59, 48, 321, 163, 337, 194, 3.5
20, person_159.png, 59, 49, 336, 167, 343, 189, 3.2
20, person_159.png, 59, 50, 346, 161, 363, 199, 28.0
20, person_159.png, 59, 51, 372, 167, 388, 193, 2.7
20, person_159.png, 59, 52, 381, 163, 394, 195, 6.8
20, person_159.png, 59, 53, 388, 162, 403, 198, 2.9
20, person_159.png, 59, 54, 412, 163, 415, 194, 2.2
20, person_159.png, 59, 55, 407, 158, 415, 201, 4.7
20, person_159.png, 59, 56, 1, 158, 18, 200, 1.2
20, person_159.png, 59, 57, 31, 164, 43, 196, 8.9
20, person_159.png, 59, 58, 42, 165, 63, 198, 37.6
20, person_159.png, 59, 59, 160, 164, 173, 202, 4.6
20, person_159.png, 59, 60, 335, 167, 345, 203, 1.8
20, person_159.png, 59, 61, 342, 166, 359, 205, 2.0
20, person_159.png, 59, 62, 392, 179, 403, 198, 1.7
20, person_159.png, 59, 63, 411, 174, 415, 201, 3.6
20, person_159.png, 59, 64, 86, 165, 98, 214, 3.2
20, person_159.png, 59, 65, 162, 160, 176, 220, 62.5
20, person_159.png, 59, 66, 389, 179, 406, 208, 8.0
20, person_159.png, 59, 67, 396, 179, 414, 212, 13.6
20, person_159.png, 59, 68, 405, 176, 415, 215, 12.5
20, person_159.png, 59, 69, 0, 154, 4, 236, 1.1
20, person_159.png, 59, 70, 0, 173, 6, 249, 1.6
20, person_076.png, 60, 1, 161, 132, 254, 394, 97.5
20, person_088.png, 61, 1, -8, -6, 91, 231, 2.2
20, person_088.png, 61, 2, 138, 105, 270, 165, 1.5
20, person_088.png, 61, 3, 125, 95, 271, 374, 100.0
20, person_088.png, 61, 4, 346, 100, 374, 144, 39.2
20, person_088.png, 61, 5, 232, 104, 264, 153, 1.3
20, person_088.png, 61, 6, 244, 98, 280, 167, 91.4
20, person_088.png, 61, 7, 394, 102, 413, 168, 1.3
20, person_088.png, 61, 8, 0, 100, 18, 203, 3.2
20, person_088.png, 61, 9, 0, 63, 25, 238, 1.2
20, person_088.png, 61, 10, 248, 111, 278, 203, 1.4
20, person_088.png, 61, 11, 268, 100, 318, 218, 99.7
20, person_088.png, 61, 12, 305, 104, 353, 224, 99.8
20, person_088.png, 61, 13, 346, 102, 402, 226, 99.8
20, person_088.png, 61, 14, 402, 104, 415, 224, 33.3
20, person_088.png, 61, 15, 364, 94, 378, 106, 1.2
20, person_088.png, 61, 16, 340, 94, 373, 123, 1.3
20, person_088.png, 61, 17, 278, 106, 289, 118, 5.0
20, person_088.png, 61, 18, 276, 101, 294, 123, 1.6
20, person_088.png, 61, 19, 342, 106, 354, 122, 1.4
20, person_088.png, 61, 20, 339, 102, 356, 127, 12.4
20, person_088.png, 61, 21, 230, 114, 242, 126, 2.8
20, person_088.png, 61, 22, 227, 109, 246, 129, 1.3
20, person_088.png, 61, 23, 241, 112, 250, 128, 1.5
20, person_088.png, 61, 24, 234, 106, 253, 132, 1.6
20, person_088.png, 61, 25, 411, 103, 416, 191, 9.1
20, person_088.png, 61, 26, 412, 108, 415, 217, 3.7
20, person_088.png, 61, 27, 411, 138, 416, 220, 1.4
20, person_034.png, 62, 1, 102, 33, 255, 419, 100.0
20, crop_000019.png, 63, 1, 191, 54, 282, 399, 99.9
20, crop_000019.png, 63, 2, 313, 44, 319, 67, 9.1
20, crop_000019.png, 63, 3, 413, 105, 416, 129, 1.9
20, crop_000019.png, 63, 4, 413, 111, 415, 135, 6.3
20, crop_000019.png, 63, 5, 414, 106, 415, 154, 1.4
20, crop_000019.png, 63, 6, 412, 102, 416, 159, 3.1
20, person_013.png, 64, 1, 169, 170, 273, 278, 1.6
20, person_013.png, 64, 2, 173, 156, 282, 362, 99.6
20, person_013.png, 64, 3, 51, 89, 82, 144, 8.5
20, person_013.png, 64, 4, 47, 87, 75, 117, 1.2
20, person_and_bike_080.png, 65, 1, 246, 53, 340, 447, 99.9
20, person_and_bike_165.png, 66, 1, 149, 52, 248, 334, 100.0
20, person_and_bike_165.png, 66, 2, 199, 54, 205, 73, 16.9
20, person_and_bike_165.png, 66, 3, 211, 49, 223, 79, 4.4
20, person_and_bike_165.png, 66, 4, 200, 64, 208, 79, 1.4
20, person_and_bike_165.png, 66, 5, 198, 56, 209, 85, 2.3
20, person_012.png, 67, 1, 349, 168, 372, 218, 13.4
20, person_012.png, 67, 2, 178, 135, 249, 312, 100.0
20, person_012.png, 67, 3, 351, 162, 365, 207, 4.6
20, person_135.png, 68, 1, 202, 125, 257, 358, 99.9
20, person_135.png, 68, 2, 121, 135, 169, 360, 99.6
20, person_135.png, 68, 3, 165, 149, 210, 349, 99.1
20, person_135.png, 68, 4, 9, 166, 14, 190, 1.2
20, person_135.png, 68, 5, 0, 174, 2, 201, 1.2
20, person_135.png, 68, 6, 0, 158, 7, 218, 1.1
20, person_135.png, 68, 7, 6, 160, 13, 216, 2.8
20, person_135.png, 68, 8, 0, 177, 9, 231, 1.9
20, crop001574.png, 69, 1, 166, 147, 264, 321, 93.8
20, crop001574.png, 69, 2, 1, 82, 35, 151, 1.5
20, crop001574.png, 69, 3, 194, 161, 258, 294, 1.7
20, crop001574.png, 69, 4, 172, 169, 234, 303, 1.0
20, crop001574.png, 69, 5, 0, 155, 35, 333, 97.2
20, person_and_bike_056.png, 70, 1, 189, 49, 284, 280, 100.0
20, crop001514.png, 71, 1, 126, 115, 145, 169, 3.7
20, crop001514.png, 71, 2, 123, 121, 140, 187, 1.5
20, crop001514.png, 71, 3, 190, 142, 216, 204, 5.9
20, crop001514.png, 71, 4, 272, 146, 294, 203, 39.3
20, crop001514.png, 71, 5, 128, 125, 165, 242, 99.7
20, crop001514.png, 71, 6, 267, 142, 297, 271, 53.6
20, crop001514.png, 71, 7, 161, 132, 211, 318, 99.9
20, crop001514.png, 71, 8, 407, 105, 415, 357, 1.7
20, crop001514.png, 71, 9, 235, 136, 292, 338, 99.9
20, crop001514.png, 71, 10, 374, 90, 416, 401, 2.0
20, crop001514.png, 71, 11, 393, 125, 415, 431, 6.9
20, crop001514.png, 71, 12, 136, 120, 142, 134, 1.3
20, crop001514.png, 71, 13, 132, 113, 144, 143, 75.8
20, crop001514.png, 71, 14, 154, 119, 163, 136, 8.1
20, crop001514.png, 71, 15, 151, 117, 164, 142, 6.7
20, crop001514.png, 71, 16, 176, 121, 182, 135, 3.1
20, crop001514.png, 71, 17, 175, 115, 196, 143, 1.8
20, crop001514.png, 71, 18, 377, 125, 383, 139, 1.4
20, crop001514.png, 71, 19, 84, 118, 99, 151, 5.9
20, crop001514.png, 71, 20, 93, 116, 106, 152, 3.2
20, crop001514.png, 71, 21, 129, 114, 140, 151, 7.1
20, crop001514.png, 71, 22, 154, 120, 167, 146, 38.0
20, crop001514.png, 71, 23, 170, 117, 190, 151, 23.9
20, crop001514.png, 71, 24, 350, 130, 362, 141, 20.5
20, crop001514.png, 71, 25, 376, 124, 385, 155, 6.1
20, crop001514.png, 71, 26, 392, 130, 403, 164, 93.2
20, crop001514.png, 71, 27, 395, 133, 408, 175, 10.8
20, crop001514.png, 71, 28, 409, 119, 415, 190, 1.0
20, crop001514.png, 71, 29, 274, 140, 289, 184, 13.2
20, crop001514.png, 71, 30, 398, 155, 407, 172, 1.4
20, person_107.png, 72, 1, 48, 124, 176, 395, 99.6
20, person_107.png, 72, 2, 186, 67, 355, 427, 100.0
20, person_107.png, 72, 3, 406, 138, 416, 262, 2.3
20, person_107.png, 72, 4, 150, 130, 176, 155, 1.2
20, person_107.png, 72, 5, 166, 128, 177, 159, 1.4
20, person_107.png, 72, 6, 187, 130, 199, 155, 2.7
20, person_107.png, 72, 7, 154, 130, 171, 168, 89.5
20, person_107.png, 72, 8, 410, 157, 415, 171, 37.2
20, person_107.png, 72, 9, 412, 163, 415, 175, 2.3
20, person_and_bike_006.png, 73, 1, 125, 70, 209, 354, 99.7
20, person_and_bike_006.png, 73, 2, 50, 51, 74, 101, 6.6
20, person_and_bike_006.png, 73, 3, 59, 52, 80, 104, 93.3
20, person_and_bike_006.png, 73, 4, 0, 84, 20, 155, 3.3
20, person_and_bike_006.png, 73, 5, 74, 83, 104, 160, 21.8
20, person_and_bike_006.png, 73, 6, 66, 50, 73, 67, 1.9
20, person_and_bike_006.png, 73, 7, 71, 55, 79, 68, 2.4
20, person_and_bike_006.png, 73, 8, 76, 55, 85, 69, 1.4
20, person_and_bike_006.png, 73, 9, 92, 52, 109, 84, 2.2
20, person_and_bike_006.png, 73, 10, 57, 57, 69, 95, 1.6
20, person_and_bike_006.png, 73, 11, 72, 55, 90, 98, 72.6
20, person_and_bike_006.png, 73, 12, 0, 54, 6, 114, 1.5
20, person_and_bike_006.png, 73, 13, 0, 78, 3, 106, 2.0
20, person_and_bike_006.png, 73, 14, 75, 76, 95, 108, 27.2
20, person_and_bike_006.png, 73, 15, 0, 90, 5, 110, 6.5
20, person_and_bike_006.png, 73, 16, 0, 82, 7, 116, 6.0
20, person_and_bike_006.png, 73, 17, 82, 86, 99, 112, 1.5
20, person_and_bike_006.png, 73, 18, 179, 94, 190, 108, 2.1
20, person_and_bike_006.png, 73, 19, 177, 92, 195, 113, 1.1
20, person_and_bike_006.png, 73, 20, 0, 89, 7, 142, 2.1
20, crop_000007.png, 74, 1, 253, 87, 345, 382, 99.8
20, person_and_bike_098.png, 75, 1, 48, 28, 304, 348, 2.4
20, person_and_bike_098.png, 75, 2, 130, 17, 264, 373, 99.9
20, person_063.png, 76, 1, 185, 168, 269, 382, 98.6
20, person_063.png, 76, 2, 171, 169, 199, 240, 18.6
20, person_063.png, 76, 3, 379, 144, 385, 165, 2.7
20, person_063.png, 76, 4, 377, 141, 387, 171, 1.5
20, person_063.png, 76, 5, 383, 142, 389, 167, 6.3
20, person_063.png, 76, 6, 399, 133, 414, 188, 93.9
20, person_063.png, 76, 7, 413, 151, 415, 175, 1.9
20, person_063.png, 76, 8, 197, 149, 209, 187, 6.0
20, person_063.png, 76, 9, 175, 167, 195, 202, 39.5
20, crop001604.png, 77, 1, 152, 147, 246, 367, 100.0
20, crop001604.png, 77, 2, 95, 65, 122, 116, 8.5
20, crop001604.png, 77, 3, 0, 72, 17, 138, 1.2
20, crop001604.png, 77, 4, 0, 83, 8, 133, 1.7
20, crop_000008.png, 78, 1, 224, 54, 357, 405, 100.0
20, person_and_bike_091.png, 79, 1, 99, 46, 266, 375, 99.5
20, person_and_bike_104.png, 80, 1, 155, 61, 314, 403, 100.0
20, person_and_bike_082.png, 81, 1, 199, 42, 283, 389, 99.9
20, person_and_bike_082.png, 81, 2, 318, 81, 326, 94, 1.4
20, crop001566.png, 82, 1, 116, 105, 237, 334, 99.2
20, crop001566.png, 82, 2, 238, 230, 332, 339, 99.5
20, person_and_bike_102.png, 83, 1, 164, 49, 240, 350, 99.9
20, crop001639.png, 84, 1, 17, 103, 98, 341, 99.5
20, crop001639.png, 84, 2, 238, 103, 312, 366, 99.9
20, crop001639.png, 84, 3, 223, 87, 248, 142, 2.0
20, crop001639.png, 84, 4, 230, 104, 257, 159, 89.2
20, crop001639.png, 84, 5, 249, 96, 272, 153, 2.9
20, crop001639.png, 84, 6, 234, 127, 261, 197, 1.8
20, crop001639.png, 84, 7, 227, 108, 265, 220, 1.8
20, crop001639.png, 84, 8, 373, -6, 415, 368, 1.1
20, crop001639.png, 84, 9, 169, 79, 233, 335, 99.2
20, crop001639.png, 84, 10, 236, 127, 287, 291, 2.9
20, crop001639.png, 84, 11, 399, 53, 415, 377, 20.1
20, crop001639.png, 84, 12, 12, 130, 43, 306, 2.9
20, crop001639.png, 84, 13, 407, 93, 415, 367, 27.5
20, crop001639.png, 84, 14, 238, 84, 254, 110, 14.1
20, crop001639.png, 84, 15, 246, 85, 254, 107, 4.6
20, crop001639.png, 84, 16, 216, 90, 227, 122, 4.9
20, crop001639.png, 84, 17, 244, 83, 256, 126, 3.1
20, crop001639.png, 84, 18, 246, 91, 261, 132, 4.5
20, crop001639.png, 84, 19, 252, 96, 267, 132, 86.3
20, crop001639.png, 84, 20, 258, 97, 272, 132, 5.8
20, person_193.png, 85, 1, 211, 144, 398, 205, 2.2
20, person_193.png, 85, 2, 222, 157, 385, 233, 4.2
20, person_193.png, 85, 3, 110, 139, 185, 377, 99.9
20, person_193.png, 85, 4, 350, 125, 371, 208, 1.8
20, person_193.png, 85, 5, 208, 142, 233, 201, 74.5
20, person_193.png, 85, 6, 252, 154, 275, 204, 2.9
20, person_193.png, 85, 7, 367, 155, 390, 214, 1.4
20, person_193.png, 85, 8, 207, 147, 229, 259, 32.6
20, person_193.png, 85, 9, 255, 162, 282, 262, 93.4
20, person_193.png, 85, 10, 368, 155, 396, 259, 95.9
20, person_193.png, 85, 11, 393, 192, 415, 246, 1.2
20, person_193.png, 85, 12, 281, 175, 310, 266, 99.4
20, person_193.png, 85, 13, 208, 141, 267, 347, 99.6
20, person_193.png, 85, 14, 234, 135, 242, 144, 1.0
20, person_193.png, 85, 15, 238, 133, 247, 144, 10.4
20, person_193.png, 85, 16, 217, 138, 227, 151, 1.1
20, person_193.png, 85, 17, 220, 138, 230, 149, 1.2
20, person_193.png, 85, 18, 232, 139, 242, 147, 10.4
20, person_193.png, 85, 19, 239, 138, 248, 149, 21.1
20, person_193.png, 85, 20, 248, 139, 255, 149, 9.6
20, person_193.png, 85, 21, 256, 139, 264, 151, 25.3
20, person_193.png, 85, 22, 265, 142, 271, 151, 8.6
