ExperimentID,ImageName,ImageID,AnnotationID,Annotation_left,Annotation_top,Annotation_right,Annotation_bottom
19, 000000455313.jpg, 3072, 1, 71, 43, 171, 202
19, 000000391333.jpg, 3073, 0, 177, 165, 181, 175
19, 000000391333.jpg, 3073, 1, 214, 170, 220, 180
19, 000000449634.jpg, 3074, 0, 40, 90, 47, 117
19, 000000449634.jpg, 3074, 1, 32, 91, 37, 116
19, 000000449634.jpg, 3074, 2, 0, 91, 8, 123
19, 000000449634.jpg, 3074, 3, 17, 90, 25, 116
19, 000000449634.jpg, 3074, 4, 83, 89, 93, 114
19, 000000449634.jpg, 3074, 5, 47, 93, 53, 117
19, 000000449634.jpg, 3074, 6, 69, 95, 73, 100
19, 000000449634.jpg, 3074, 7, 72, 102, 74, 115
19, 000000449634.jpg, 3074, 8, 27, 95, 32, 111
19, 000000449634.jpg, 3074, 9, 60, 88, 63, 116
19, 000000578449.jpg, 3075, 0, 29, 12, 374, 356
19, 000000111525.jpg, 3076, 0, 371, 119, 399, 224
19, 000000111525.jpg, 3076, 1, 330, 109, 357, 213
19, 000000462837.jpg, 3077, 0, 99, 182, 106, 197
19, 000000462837.jpg, 3077, 1, 87, 192, 93, 203
19, 000000462837.jpg, 3077, 2, 37, 225, 38, 229
19, 000000462837.jpg, 3077, 3, 45, 219, 49, 233
19, 000000462837.jpg, 3077, 4, 56, 220, 59, 232
19, 000000462837.jpg, 3077, 5, 34, 226, 36, 231
19, 000000462837.jpg, 3077, 6, 271, 128, 293, 160
19, 000000462837.jpg, 3077, 7, 205, 125, 241, 168
19, 000000462837.jpg, 3077, 8, 86, 194, 90, 205
19, 000000462837.jpg, 3077, 9, 91, 194, 94, 202
19, 000000462837.jpg, 3077, 10, 93, 189, 97, 200
19, 000000462837.jpg, 3077, 11, 205, 145, 223, 168
19, 000000320759.jpg, 3078, 0, 310, 218, 357, 408
19, 000000320759.jpg, 3078, 1, 231, 197, 318, 404
19, 000000320759.jpg, 3078, 2, 361, 220, 385, 296
19, 000000320759.jpg, 3078, 3, 176, 230, 187, 284
19, 000000320759.jpg, 3078, 4, 56, 238, 69, 296
19, 000000320759.jpg, 3078, 5, 36, 231, 50, 298
19, 000000320759.jpg, 3078, 6, 315, 221, 324, 265
19, 000000320759.jpg, 3078, 7, 392, 221, 408, 291
19, 000000320759.jpg, 3078, 8, 407, 228, 415, 291
19, 000000320759.jpg, 3078, 9, 350, 239, 364, 295
19, 000000320759.jpg, 3078, 10, 96, 230, 106, 277
19, 000000320759.jpg, 3078, 11, 177, 267, 200, 297
19, 000000320759.jpg, 3078, 12, 199, 255, 214, 295
19, 000000479690.jpg, 3079, 0, 104, 290, 119, 313
19, 000000320053.jpg, 3080, 0, 159, 59, 263, 348
19, 000000320053.jpg, 3080, 1, 6, 47, 108, 307
19, 000000320053.jpg, 3080, 2, 15, 5, 65, 206
19, 000000320053.jpg, 3080, 3, 291, 63, 393, 372
19, 000000486912.jpg, 3081, 0, 251, 222, 305, 269
19, 000000204060.jpg, 3082, 0, 163, 51, 279, 396
19, 000000229357.jpg, 3083, 0, 139, 122, 217, 395
19, 000000229357.jpg, 3083, 1, 67, 135, 144, 391
19, 000000229357.jpg, 3083, 2, 209, 139, 281, 390
19, 000000229357.jpg, 3083, 3, 275, 134, 346, 397
19, 000000229357.jpg, 3083, 4, 321, 24, 387, 392
19, 000000229357.jpg, 3083, 5, 253, 18, 323, 196
19, 000000229357.jpg, 3083, 6, 176, 28, 243, 325
19, 000000229357.jpg, 3083, 7, 105, 35, 166, 215
19, 000000229357.jpg, 3083, 8, 29, 50, 97, 382
19, 000000552184.jpg, 3084, 0, 49, 86, 324, 396
19, 000000552184.jpg, 3084, 1, 126, 36, 279, 174
19, 000000109509.jpg, 3085, 0, 311, 225, 404, 415
19, 000000109509.jpg, 3085, 1, 362, 183, 399, 278
19, 000000109509.jpg, 3085, 2, 393, 237, 416, 393
19, 000000101904.jpg, 3086, 0, 100, 91, 116, 104
19, 000000101904.jpg, 3086, 1, 304, 68, 345, 149
19, 000000101904.jpg, 3086, 2, 358, 101, 398, 146
19, 000000101904.jpg, 3086, 3, 96, 93, 123, 105
19, 000000101904.jpg, 3086, 4, 69, 90, 81, 104
19, 000000101904.jpg, 3086, 5, 358, 118, 372, 135
19, 000000101904.jpg, 3086, 6, 336, 117, 353, 141
19, 000000101904.jpg, 3086, 7, 172, 99, 190, 126
19, 000000101904.jpg, 3086, 8, 207, 88, 229, 128
19, 000000101904.jpg, 3086, 9, 150, 94, 159, 105
19, 000000220347.jpg, 3087, 0, 0, 2, 282, 411
19, 000000127671.jpg, 3088, 0, 338, 90, 349, 112
19, 000000127671.jpg, 3088, 1, 327, 99, 339, 112
19, 000000127671.jpg, 3088, 2, 335, 89, 342, 110
19, 000000127671.jpg, 3088, 3, 351, 93, 364, 115
19, 000000475184.jpg, 3089, 0, 187, 91, 384, 410
19, 000000475184.jpg, 3089, 1, 1, 3, 99, 409
19, 000000495557.jpg, 3090, 0, 19, 292, 64, 402
19, 000000495557.jpg, 3090, 1, 0, 254, 26, 330
19, 000000495557.jpg, 3090, 2, 33, 249, 52, 281
19, 000000495557.jpg, 3090, 3, 175, 242, 179, 251
19, 000000495557.jpg, 3090, 4, 89, 248, 112, 338
19, 000000495557.jpg, 3090, 5, 59, 250, 98, 348
19, 000000495557.jpg, 3090, 6, 132, 247, 142, 265
19, 000000495557.jpg, 3090, 7, 119, 244, 128, 267
19, 000000495557.jpg, 3090, 8, 164, 249, 170, 267
19, 000000495557.jpg, 3090, 9, 175, 249, 181, 266
19, 000000495557.jpg, 3090, 10, 146, 253, 149, 261
19, 000000495557.jpg, 3090, 11, 44, 249, 72, 305
19, 000000577866.jpg, 3091, 0, 365, 210, 397, 360
19, 000000577866.jpg, 3091, 1, 132, 186, 166, 353
19, 000000579520.jpg, 3092, 0, 145, 23, 171, 62
19, 000000579520.jpg, 3092, 1, 181, 127, 225, 289
19, 000000579520.jpg, 3092, 2, 376, 13, 415, 159
19, 000000579520.jpg, 3092, 3, 341, 15, 374, 62
19, 000000579520.jpg, 3092, 4, 309, 13, 341, 57
19, 000000579520.jpg, 3092, 5, 256, 12, 283, 50
19, 000000579520.jpg, 3092, 6, 197, 3, 222, 50
19, 000000579520.jpg, 3092, 7, 172, 8, 195, 48
19, 000000579520.jpg, 3092, 8, 123, 122, 168, 262
19, 000000579520.jpg, 3092, 9, 114, 172, 149, 266
19, 000000579520.jpg, 3092, 10, 281, 35, 311, 73
19, 000000579520.jpg, 3092, 11, 195, 31, 222, 66
19, 000000579520.jpg, 3092, 12, 33, 18, 68, 56
19, 000000413528.jpg, 3093, 0, 85, 0, 156, 84
19, 000000287190.jpg, 3094, 0, 36, 181, 416, 411
19, 000000523346.jpg, 3095, 0, 209, 165, 254, 372
19, 000000523346.jpg, 3095, 1, 250, 158, 300, 369
19, 000000202447.jpg, 3096, 0, 0, 1, 346, 297
19, 000000335148.jpg, 3097, 0, 0, 3, 193, 298
19, 000000274881.jpg, 3098, 0, 242, 238, 255, 283
19, 000000274881.jpg, 3098, 1, 338, 227, 346, 256
19, 000000274881.jpg, 3098, 2, 191, 238, 203, 292
19, 000000274881.jpg, 3098, 3, 357, 230, 363, 249
19, 000000274881.jpg, 3098, 4, 385, 220, 394, 249
19, 000000274881.jpg, 3098, 5, 45, 255, 48, 263
19, 000000274881.jpg, 3098, 6, 79, 251, 83, 258
19, 000000274881.jpg, 3098, 7, 28, 256, 31, 271
19, 000000274881.jpg, 3098, 8, 14, 250, 17, 262
19, 000000274881.jpg, 3098, 9, 76, 236, 80, 248
19, 000000274881.jpg, 3098, 10, 64, 251, 66, 258
19, 000000274881.jpg, 3098, 11, 33, 251, 37, 264
19, 000000298014.jpg, 3099, 0, 177, 333, 202, 415
19, 000000298014.jpg, 3099, 1, 237, 324, 275, 377
19, 000000298014.jpg, 3099, 2, 277, 335, 300, 364
19, 000000298014.jpg, 3099, 3, 127, 332, 153, 416
19, 000000298014.jpg, 3099, 4, 107, 333, 131, 415
19, 000000298014.jpg, 3099, 5, 112, 317, 124, 347
19, 000000298014.jpg, 3099, 6, 124, 316, 137, 356
19, 000000298014.jpg, 3099, 7, 356, 300, 360, 318
19, 000000298014.jpg, 3099, 8, 135, 319, 145, 343
19, 000000298014.jpg, 3099, 9, 132, 314, 138, 324
19, 000000298014.jpg, 3099, 10, 347, 301, 355, 319
19, 000000298014.jpg, 3099, 11, 178, 332, 189, 354
19, 000000418028.jpg, 3100, 0, 198, 57, 378, 381
19, 000000418028.jpg, 3100, 1, 185, 130, 212, 192
19, 000000188858.jpg, 3101, 0, 106, 16, 318, 297
19, 000000537656.jpg, 3102, 0, 2, 0, 223, 411
19, 000000014290.jpg, 3103, 0, 362, 288, 396, 356
19, 000000014290.jpg, 3103, 1, 387, 288, 415, 354
19, 000000014290.jpg, 3103, 2, 333, 292, 369, 354
19, 000000014290.jpg, 3103, 3, 335, 288, 347, 304
19, 000000086378.jpg, 3104, 0, 143, 134, 220, 286
19, 000000086378.jpg, 3104, 1, 380, 149, 415, 347
19, 000000086378.jpg, 3104, 2, 267, 127, 391, 309
19, 000000465375.jpg, 3105, 0, 303, 13, 412, 137
19, 000000465375.jpg, 3105, 1, 210, 3, 324, 137
19, 000000465375.jpg, 3105, 2, 87, 113, 121, 136
19, 000000464695.jpg, 3106, 0, 86, 125, 151, 335
19, 000000464695.jpg, 3106, 1, 1, 128, 34, 287
19, 000000464695.jpg, 3106, 2, 298, 125, 395, 412
19, 000000464695.jpg, 3106, 3, 32, 139, 40, 165
19, 000000464695.jpg, 3106, 4, 360, 158, 369, 172
19, 000000085657.jpg, 3107, 0, 238, 166, 274, 225
19, 000000111017.jpg, 3108, 0, 67, 91, 378, 194
19, 000000524627.jpg, 3109, 0, 170, 117, 379, 297
19, 000000524627.jpg, 3109, 1, 137, 14, 235, 256
19, 000000524627.jpg, 3109, 2, 361, 3, 415, 262
19, 000000524627.jpg, 3109, 3, 228, 14, 378, 207
19, 000000524627.jpg, 3109, 4, 15, 21, 158, 279
19, 000000524627.jpg, 3109, 5, 2, 18, 28, 181
19, 000000524627.jpg, 3109, 6, 0, 157, 80, 297
19, 000000524627.jpg, 3109, 7, 0, 286, 133, 416
19, 000000524627.jpg, 3109, 8, 298, 262, 415, 415
19, 000000521204.jpg, 3110, 0, 147, 64, 222, 376
19, 000000521204.jpg, 3110, 1, 267, 100, 321, 161
19, 000000521204.jpg, 3110, 2, 238, 65, 263, 125
19, 000000521204.jpg, 3110, 3, 288, 53, 322, 104
19, 000000521204.jpg, 3110, 4, 222, 58, 248, 121
19, 000000521204.jpg, 3110, 5, 180, 26, 220, 83
19, 000000521204.jpg, 3110, 6, 283, 86, 313, 129
19, 000000521204.jpg, 3110, 7, 124, 0, 148, 25
19, 000000521204.jpg, 3110, 8, 201, 73, 231, 125
19, 000000521204.jpg, 3110, 9, 258, 48, 285, 103
19, 000000521204.jpg, 3110, 10, 190, 91, 211, 125
19, 000000521204.jpg, 3110, 11, 215, 29, 259, 77
19, 000000521204.jpg, 3110, 12, 353, 0, 382, 31
19, 000000530750.jpg, 3111, 0, 175, 70, 293, 411
19, 000000530750.jpg, 3111, 1, 305, 156, 317, 201
19, 000000530750.jpg, 3111, 2, 286, 160, 300, 195
19, 000000530750.jpg, 3111, 3, 280, 168, 288, 196
19, 000000530750.jpg, 3111, 4, 297, 162, 306, 196
19, 000000530750.jpg, 3111, 5, 339, 175, 347, 192
19, 000000530750.jpg, 3111, 6, 94, 92, 201, 416
19, 000000530750.jpg, 3111, 7, 401, 182, 402, 185
19, 000000530750.jpg, 3111, 8, 0, 101, 52, 408
19, 000000329634.jpg, 3112, 0, 342, 261, 391, 390
19, 000000329634.jpg, 3112, 1, 67, 222, 90, 256
19, 000000329634.jpg, 3112, 2, 54, 216, 73, 257
19, 000000329634.jpg, 3112, 3, 122, 173, 128, 196
19, 000000329634.jpg, 3112, 4, 257, 175, 261, 192
19, 000000329634.jpg, 3112, 5, 249, 188, 263, 213
19, 000000329634.jpg, 3112, 6, 354, 173, 359, 185
19, 000000329634.jpg, 3112, 7, 75, 196, 91, 246
19, 000000329634.jpg, 3112, 8, 28, 175, 34, 198
19, 000000329634.jpg, 3112, 9, 179, 167, 182, 176
19, 000000329634.jpg, 3112, 10, 12, 168, 15, 181
19, 000000446799.jpg, 3113, 0, 199, 275, 218, 341
19, 000000517652.jpg, 3114, 0, 49, 0, 415, 127
19, 000000302960.jpg, 3115, 0, 2, 86, 393, 409
19, 000000302960.jpg, 3115, 1, 315, 168, 333, 180
19, 000000302960.jpg, 3115, 2, 299, 165, 308, 178
19, 000000302960.jpg, 3115, 3, 278, 170, 283, 174
19, 000000302960.jpg, 3115, 4, 310, 160, 320, 171
19, 000000302960.jpg, 3115, 5, 401, 162, 414, 170
19, 000000302960.jpg, 3115, 6, 265, 168, 269, 170
19, 000000302960.jpg, 3115, 7, 262, 168, 266, 170
19, 000000302960.jpg, 3115, 8, 340, 164, 349, 172
19, 000000302960.jpg, 3115, 9, 292, 173, 305, 179
19, 000000302960.jpg, 3115, 10, 404, 163, 408, 166
19, 000000491168.jpg, 3116, 0, 156, 110, 186, 163
19, 000000514049.jpg, 3117, 0, 109, 15, 120, 34
19, 000000514049.jpg, 3117, 1, 252, 145, 269, 170
19, 000000514049.jpg, 3117, 2, 177, 15, 189, 40
19, 000000514049.jpg, 3117, 3, 197, 35, 214, 57
19, 000000514049.jpg, 3117, 4, 23, 29, 37, 55
19, 000000514049.jpg, 3117, 5, 150, 228, 175, 279
19, 000000514049.jpg, 3117, 6, 133, 198, 152, 278
19, 000000514049.jpg, 3117, 7, 203, 206, 235, 279
19, 000000514049.jpg, 3117, 8, 177, 144, 194, 176
19, 000000514049.jpg, 3117, 9, 171, 136, 181, 161
19, 000000514049.jpg, 3117, 10, 72, 141, 89, 171
19, 000000514049.jpg, 3117, 11, 25, 138, 45, 168
19, 000000514049.jpg, 3117, 12, 157, 135, 171, 160
19, 000000435718.jpg, 3118, 0, 195, 259, 214, 319
19, 000000435718.jpg, 3118, 1, 244, 257, 261, 286
19, 000000435718.jpg, 3118, 2, 354, 253, 369, 280
19, 000000435718.jpg, 3118, 3, 226, 261, 240, 290
19, 000000435718.jpg, 3118, 4, 274, 249, 287, 273
19, 000000435718.jpg, 3118, 5, 338, 247, 354, 288
19, 000000435718.jpg, 3118, 6, 211, 258, 225, 286
19, 000000435718.jpg, 3118, 7, 260, 251, 274, 275
19, 000000435718.jpg, 3118, 8, 287, 251, 300, 274
19, 000000435718.jpg, 3118, 9, 258, 168, 273, 190
19, 000000435718.jpg, 3118, 10, 90, 170, 155, 400
19, 000000435718.jpg, 3118, 11, 241, 120, 256, 139
19, 000000435718.jpg, 3118, 12, 85, 155, 97, 181
19, 000000149739.jpg, 3119, 0, 252, 7, 402, 384
19, 000000149739.jpg, 3119, 1, 0, 0, 255, 411
19, 000000149739.jpg, 3119, 2, 238, 226, 292, 338
19, 000000149739.jpg, 3119, 3, 365, 290, 404, 341
19, 000000149739.jpg, 3119, 4, 211, 237, 241, 288
19, 000000149739.jpg, 3119, 5, 388, 215, 407, 268
19, 000000149739.jpg, 3119, 6, 284, 239, 307, 289
19, 000000149739.jpg, 3119, 7, 400, 304, 416, 343
19, 000000149739.jpg, 3119, 8, 235, 224, 252, 261
19, 000000089095.jpg, 3120, 0, 182, 185, 229, 242
19, 000000337827.jpg, 3121, 0, 0, 8, 146, 236
19, 000000337827.jpg, 3121, 1, 258, 101, 350, 189
19, 000000337827.jpg, 3121, 2, 23, 22, 76, 88
19, 000000337827.jpg, 3121, 3, 17, 19, 53, 54
19, 000000337827.jpg, 3121, 4, 0, 6, 31, 109
19, 000000224757.jpg, 3122, 0, 144, 152, 187, 369
19, 000000224757.jpg, 3122, 1, 349, 80, 408, 353
19, 000000224757.jpg, 3122, 2, 196, 60, 295, 370
19, 000000224757.jpg, 3122, 3, 187, 182, 229, 363
19, 000000224757.jpg, 3122, 4, 90, 150, 145, 366
19, 000000224757.jpg, 3122, 5, 29, 167, 71, 368
19, 000000224757.jpg, 3122, 6, 9, 175, 38, 327
19, 000000224757.jpg, 3122, 7, 271, 168, 311, 359
19, 000000224757.jpg, 3122, 8, 56, 163, 94, 345
19, 000000224757.jpg, 3122, 9, 215, 277, 270, 340
19, 000000029813.jpg, 3123, 0, 67, 49, 356, 411
19, 000000384269.jpg, 3124, 0, 373, 141, 398, 192
19, 000000384269.jpg, 3124, 1, 314, 244, 369, 301
19, 000000384269.jpg, 3124, 2, 265, 144, 285, 198
19, 000000384269.jpg, 3124, 3, 87, 119, 144, 208
19, 000000442723.jpg, 3125, 0, 159, 165, 170, 174
19, 000000442723.jpg, 3125, 1, 146, 161, 157, 175
19, 000000177958.jpg, 3126, 0, 228, 174, 256, 218
19, 000000177958.jpg, 3126, 1, 278, 159, 316, 236
19, 000000177958.jpg, 3126, 2, 180, 157, 213, 203
19, 000000177958.jpg, 3126, 3, 357, 260, 378, 289
19, 000000177958.jpg, 3126, 4, 33, 203, 41, 218
19, 000000177958.jpg, 3126, 5, 323, 259, 337, 281
19, 000000318598.jpg, 3127, 0, 85, 288, 111, 377
19, 000000318598.jpg, 3127, 1, 1, 285, 32, 377
19, 000000318598.jpg, 3127, 2, 0, 281, 16, 360
19, 000000318598.jpg, 3127, 3, 322, 269, 347, 313
19, 000000059220.jpg, 3128, 0, 172, 174, 210, 245
19, 000000059220.jpg, 3128, 1, 357, 285, 415, 416
19, 000000408292.jpg, 3129, 0, 123, 1, 416, 415
19, 000000408292.jpg, 3129, 1, 0, 0, 109, 193
19, 000000547594.jpg, 3130, 0, 75, 188, 96, 286
19, 000000547594.jpg, 3130, 1, 53, 185, 62, 219
19, 000000547594.jpg, 3130, 2, 46, 190, 52, 213
19, 000000547594.jpg, 3130, 3, 43, 187, 48, 214
19, 000000547594.jpg, 3130, 4, 99, 189, 112, 243
19, 000000547594.jpg, 3130, 5, 37, 197, 43, 212
19, 000000547594.jpg, 3130, 6, 28, 192, 32, 208
19, 000000547594.jpg, 3130, 7, 13, 202, 25, 230
19, 000000431553.jpg, 3131, 0, 192, 0, 415, 92
19, 000000406296.jpg, 3132, 0, 17, 10, 397, 202
19, 000000158186.jpg, 3133, 0, 25, 2, 335, 333
19, 000000158186.jpg, 3133, 1, 82, 165, 416, 389
19, 000000024551.jpg, 3134, 0, 54, 31, 257, 390
19, 000000024551.jpg, 3134, 1, 177, 17, 275, 390
19, 000000024551.jpg, 3134, 2, 309, 28, 397, 249
19, 000000024551.jpg, 3134, 3, 284, 25, 357, 246
19, 000000286259.jpg, 3135, 0, 147, 140, 216, 229
19, 000000466530.jpg, 3136, 0, 349, 14, 416, 403
19, 000000466530.jpg, 3136, 1, 324, 20, 367, 135
19, 000000466530.jpg, 3136, 2, 252, 1, 332, 90
19, 000000466530.jpg, 3136, 3, 212, 9, 291, 127
19, 000000466530.jpg, 3136, 4, 152, 8, 242, 212
19, 000000466530.jpg, 3136, 5, 128, 33, 171, 173
19, 000000466530.jpg, 3136, 6, 84, 1, 143, 85
19, 000000466530.jpg, 3136, 7, 281, 41, 336, 131
19, 000000466530.jpg, 3136, 8, 0, 43, 70, 277
19, 000000466530.jpg, 3136, 9, 235, 82, 369, 247
19, 000000466530.jpg, 3136, 10, 99, 120, 191, 324
19, 000000466530.jpg, 3136, 11, 0, 5, 52, 99
19, 000000466530.jpg, 3136, 12, 48, 57, 127, 272
19, 000000321846.jpg, 3137, 0, 343, 0, 413, 350
19, 000000062399.jpg, 3138, 0, 71, 46, 416, 410
19, 000000062399.jpg, 3138, 1, 0, 130, 416, 358
19, 000000503585.jpg, 3139, 0, 214, 38, 241, 219
19, 000000503585.jpg, 3139, 1, 75, 76, 102, 142
19, 000000574857.jpg, 3140, 0, 86, 22, 280, 408
19, 000000574857.jpg, 3140, 1, 287, 66, 408, 408
19, 000000574857.jpg, 3140, 2, 221, 136, 281, 323
19, 000000574857.jpg, 3140, 3, 0, 121, 36, 287
19, 000000574857.jpg, 3140, 4, 376, 39, 411, 89
19, 000000574857.jpg, 3140, 5, 252, 21, 316, 83
19, 000000574857.jpg, 3140, 6, 171, 0, 240, 77
19, 000000574857.jpg, 3140, 7, 103, 31, 134, 72
19, 000000574857.jpg, 3140, 8, 207, 206, 252, 310
19, 000000574857.jpg, 3140, 9, 46, 158, 99, 286
19, 000000574857.jpg, 3140, 10, 381, 151, 416, 333
19, 000000574857.jpg, 3140, 11, 78, 4, 109, 62
19, 000000574857.jpg, 3140, 12, 58, 37, 87, 72
19, 000000268798.jpg, 3141, 0, 218, 276, 270, 393
19, 000000268798.jpg, 3141, 1, 86, 103, 114, 161
19, 000000268798.jpg, 3141, 2, 157, 149, 181, 175
19, 000000268798.jpg, 3141, 3, 209, 147, 236, 173
19, 000000266021.jpg, 3142, 0, 212, 166, 237, 271
19, 000000266021.jpg, 3142, 1, 100, 189, 109, 227
19, 000000266021.jpg, 3142, 2, 47, 190, 54, 229
19, 000000266021.jpg, 3142, 3, 59, 191, 69, 229
19, 000000266021.jpg, 3142, 4, 299, 160, 325, 261
19, 000000581446.jpg, 3143, 0, 203, 164, 324, 410
19, 000000581446.jpg, 3143, 1, 112, 146, 222, 416
19, 000000581446.jpg, 3143, 2, 128, 9, 185, 158
19, 000000353358.jpg, 3144, 0, 129, 212, 153, 233
19, 000000394242.jpg, 3145, 0, 21, 229, 28, 245
19, 000000394242.jpg, 3145, 1, 44, 219, 63, 286
19, 000000394242.jpg, 3145, 2, 246, 226, 252, 250
19, 000000394242.jpg, 3145, 3, 139, 229, 144, 242
19, 000000394242.jpg, 3145, 4, 289, 224, 295, 249
19, 000000394242.jpg, 3145, 5, 31, 231, 36, 236
19, 000000394242.jpg, 3145, 6, 187, 226, 189, 230
19, 000000394242.jpg, 3145, 7, 36, 232, 40, 236
19, 000000394242.jpg, 3145, 8, 47, 231, 54, 236
19, 000000394242.jpg, 3145, 9, 405, 216, 407, 223
19, 000000394242.jpg, 3145, 10, 396, 219, 398, 224
19, 000000394242.jpg, 3145, 11, 330, 221, 332, 227
19, 000000189318.jpg, 3146, 0, 147, 42, 180, 380
19, 000000189318.jpg, 3146, 1, 179, 41, 210, 398
19, 000000189318.jpg, 3146, 2, 128, 27, 161, 370
19, 000000189318.jpg, 3146, 3, 104, 30, 136, 362
19, 000000189318.jpg, 3146, 4, 79, 35, 112, 375
19, 000000189318.jpg, 3146, 5, 54, 70, 94, 392
19, 000000189318.jpg, 3146, 6, 198, 42, 248, 394
19, 000000189318.jpg, 3146, 7, 375, 48, 412, 389
19, 000000189318.jpg, 3146, 8, 236, 42, 277, 396
19, 000000189318.jpg, 3146, 9, 4, 29, 42, 409
19, 000000189318.jpg, 3146, 10, 38, 30, 70, 388
19, 000000189318.jpg, 3146, 11, 347, 72, 395, 408
19, 000000189318.jpg, 3146, 12, 324, 79, 351, 389
19, 000000353898.jpg, 3147, 0, 224, 177, 264, 314
19, 000000192554.jpg, 3148, 0, 138, 1, 191, 86
19, 000000108701.jpg, 3149, 0, 269, 343, 279, 387
19, 000000108701.jpg, 3149, 1, 209, 343, 213, 354
19, 000000108701.jpg, 3149, 2, 294, 344, 305, 383
19, 000000108701.jpg, 3149, 3, 162, 346, 171, 378
19, 000000108701.jpg, 3149, 4, 176, 349, 181, 359
19, 000000108701.jpg, 3149, 5, 257, 345, 270, 388
19, 000000108701.jpg, 3149, 6, 153, 346, 158, 357
19, 000000108701.jpg, 3149, 7, 308, 339, 310, 347
19, 000000246044.jpg, 3150, 0, 59, 183, 141, 388
19, 000000246044.jpg, 3150, 1, 116, 103, 181, 388
19, 000000204519.jpg, 3151, 0, 62, 256, 123, 375
19, 000000372976.jpg, 3152, 0, 308, 0, 407, 99
19, 000000142123.jpg, 3153, 0, 44, 76, 140, 350
19, 000000142123.jpg, 3153, 1, 4, 233, 14, 261
19, 000000142123.jpg, 3153, 2, 204, 108, 225, 178
19, 000000116882.jpg, 3154, 0, 143, 0, 252, 101
19, 000000116882.jpg, 3154, 1, 0, 1, 190, 312
19, 000000116882.jpg, 3154, 2, 0, 6, 18, 25
19, 000000422515.jpg, 3155, 0, 305, 216, 359, 342
19, 000000422515.jpg, 3155, 1, 343, 186, 368, 271
19, 000000422515.jpg, 3155, 2, 379, 195, 415, 275
19, 000000422515.jpg, 3155, 3, 400, 176, 416, 235
19, 000000359676.jpg, 3156, 0, 144, 271, 173, 359
19, 000000359676.jpg, 3156, 1, 106, 275, 131, 364
19, 000000359676.jpg, 3156, 2, 226, 298, 236, 329
19, 000000359676.jpg, 3156, 3, 173, 275, 177, 290
19, 000000359676.jpg, 3156, 4, 136, 280, 142, 292
19, 000000359676.jpg, 3156, 5, 119, 270, 124, 276
19, 000000359676.jpg, 3156, 6, 49, 277, 54, 289
19, 000000359676.jpg, 3156, 7, 85, 269, 87, 282
19, 000000359676.jpg, 3156, 8, 177, 277, 181, 292
19, 000000359676.jpg, 3156, 9, 122, 274, 126, 292
19, 000000359676.jpg, 3156, 10, 214, 297, 229, 333
19, 000000359676.jpg, 3156, 11, 49, 269, 54, 280
19, 000000213455.jpg, 3157, 0, 130, 59, 286, 329
19, 000000276077.jpg, 3158, 0, 146, 54, 285, 411
19, 000000192878.jpg, 3159, 0, 0, 33, 415, 411
19, 000000192878.jpg, 3159, 1, 299, 54, 416, 282
19, 000000144935.jpg, 3160, 0, 147, 387, 156, 415
19, 000000144935.jpg, 3160, 1, 57, 381, 67, 413
19, 000000144935.jpg, 3160, 2, 35, 383, 49, 415
19, 000000144935.jpg, 3160, 3, 85, 391, 89, 407
19, 000000144935.jpg, 3160, 4, 224, 391, 237, 415
19, 000000144935.jpg, 3160, 5, 163, 395, 181, 413
19, 000000144935.jpg, 3160, 6, 216, 402, 224, 415
19, 000000144935.jpg, 3160, 7, 204, 399, 212, 415
19, 000000144935.jpg, 3160, 8, 136, 395, 145, 416
19, 000000144935.jpg, 3160, 9, 94, 394, 98, 410
19, 000000144935.jpg, 3160, 10, 280, 395, 298, 415
19, 000000144935.jpg, 3160, 11, 125, 388, 130, 415
19, 000000144935.jpg, 3160, 12, 89, 392, 94, 409
19, 000000225329.jpg, 3161, 0, 203, 228, 269, 346
19, 000000225329.jpg, 3161, 1, 218, 116, 231, 137
19, 000000225329.jpg, 3161, 2, 251, 111, 274, 143
19, 000000225329.jpg, 3161, 3, 231, 113, 252, 140
19, 000000225329.jpg, 3161, 4, 35, 86, 62, 125
19, 000000225329.jpg, 3161, 5, 273, 120, 288, 142
19, 000000225329.jpg, 3161, 6, 244, 124, 251, 133
19, 000000508065.jpg, 3162, 0, 316, 177, 334, 221
19, 000000508065.jpg, 3162, 1, 341, 176, 352, 207
19, 000000508065.jpg, 3162, 2, 326, 170, 333, 188
19, 000000410494.jpg, 3163, 0, 247, 139, 309, 288
19, 000000068586.jpg, 3164, 0, 80, 141, 129, 314
19, 000000371534.jpg, 3165, 0, 276, 195, 382, 302
19, 000000120541.jpg, 3166, 0, 155, 0, 258, 206
19, 000000120541.jpg, 3166, 1, 133, 71, 153, 166
19, 000000120541.jpg, 3166, 2, 283, 109, 315, 217
19, 000000120541.jpg, 3166, 3, 0, 0, 20, 144
19, 000000120541.jpg, 3166, 4, 346, 140, 375, 242
19, 000000120541.jpg, 3166, 5, 379, 202, 382, 216
19, 000000120541.jpg, 3166, 6, 326, 169, 334, 200
19, 000000120541.jpg, 3166, 7, 257, 163, 268, 183
19, 000000120541.jpg, 3166, 8, 161, 91, 181, 123
19, 000000120541.jpg, 3166, 9, 60, 35, 86, 150
19, 000000120541.jpg, 3166, 10, 379, 123, 415, 270
19, 000000120541.jpg, 3166, 11, 266, 142, 279, 193
