ExperimentID,ImageName,ImageID,FeatureID,Feature_TypeID,Feature_left,Feature_top,Feature_right,Feature_bottom
19, 000000049382.jpg, 2840, 7, 2, 184, 356, 197, 370
19, 000000049382.jpg, 2840, 8, 2, 159, 339, 165, 347
19, 000000049382.jpg, 2840, 9, 2, 146, 338, 152, 346
19, 000000049382.jpg, 2840, 10, 2, 390, 273, 406, 290
19, 000000129490.jpg, 2841, 1, 2, 146, 186, 238, 318
19, 000000441952.jpg, 2842, 1, 2, 253, 264, 261, 274
19, 000000485777.jpg, 2843, 1, 0, 170, 170, 241, 240
19, 000000485777.jpg, 2843, 2, 1, 71, 70, 125, 103
19, 000000485777.jpg, 2843, 3, 1, 322, 152, 351, 191
19, 000000485777.jpg, 2843, 4, 2, 63, 303, 373, 415
19, 000000171695.jpg, 2844, 1, 0, 309, 140, 329, 160
19, 000000171695.jpg, 2844, 2, 2, 296, 159, 350, 184
19, 000000171695.jpg, 2844, 3, 2, 269, 155, 301, 184
19, 000000171695.jpg, 2844, 4, 2, 182, 157, 215, 187
19, 000000479391.jpg, 2845, 1, 0, 163, 91, 233, 162
19, 000000479391.jpg, 2845, 2, 1, 276, 269, 341, 311
19, 000000479391.jpg, 2845, 3, 1, 230, 304, 316, 344
19, 000000117781.jpg, 2846, 1, 2, 90, 264, 146, 303
19, 000000117781.jpg, 2846, 2, 2, 148, 268, 210, 316
19, 000000117781.jpg, 2846, 3, 2, 392, 251, 414, 266
19, 000000117781.jpg, 2846, 4, 2, 203, 251, 247, 291
19, 000000117781.jpg, 2846, 5, 2, 90, 204, 148, 241
19, 000000117781.jpg, 2846, 6, 2, 258, 243, 278, 261
19, 000000117781.jpg, 2846, 7, 2, 283, 252, 322, 281
19, 000000041831.jpg, 2847, 1, 0, 198, 151, 227, 180
19, 000000041831.jpg, 2847, 2, 1, 216, 259, 241, 288
19, 000000041831.jpg, 2847, 3, 1, 188, 294, 204, 316
19, 000000041831.jpg, 2847, 4, 2, 165, 216, 256, 303
19, 000000405800.jpg, 2848, 1, 2, 69, 254, 82, 273
19, 000000405800.jpg, 2848, 2, 2, 350, 240, 359, 255
19, 000000117979.jpg, 2849, 1, 2, 170, 211, 215, 253
19, 000000117979.jpg, 2849, 2, 2, 58, 153, 73, 167
19, 000000025864.jpg, 2850, 1, 0, 200, 37, 234, 72
19, 000000025864.jpg, 2850, 2, 1, 160, 195, 190, 224
19, 000000025864.jpg, 2850, 3, 2, 151, 201, 310, 384
19, 000000188085.jpg, 2851, 1, 0, 125, 71, 166, 112
19, 000000188085.jpg, 2851, 2, 1, 187, 127, 222, 145
19, 000000188085.jpg, 2851, 3, 2, 22, 228, 243, 398
19, 000000498218.jpg, 2852, 1, 1, 330, 157, 352, 174
19, 000000498218.jpg, 2852, 2, 2, 40, 111, 73, 157
19, 000000498218.jpg, 2852, 3, 2, 277, 151, 367, 272
19, 000000498218.jpg, 2852, 4, 2, 78, 121, 207, 175
19, 000000498218.jpg, 2852, 5, 2, 324, 144, 403, 266
19, 000000401416.jpg, 2853, 1, 0, 176, 183, 210, 217
19, 000000401416.jpg, 2853, 2, 1, 113, 264, 137, 283
19, 000000401416.jpg, 2853, 3, 1, 122, 304, 146, 322
19, 000000401416.jpg, 2853, 4, 2, 113, 312, 223, 415
19, 000000278801.jpg, 2854, 1, 2, 153, 202, 263, 290
19, 000000278801.jpg, 2854, 2, 2, 365, 0, 379, 12
19, 000000266769.jpg, 2855, 1, 1, 250, 58, 278, 71
19, 000000266769.jpg, 2855, 2, 2, 100, 160, 240, 253
19, 000000266769.jpg, 2855, 3, 2, 219, 277, 237, 299
19, 000000434156.jpg, 2856, 1, 2, 344, 221, 367, 269
19, 000000434156.jpg, 2856, 2, 2, 397, 221, 416, 275
19, 000000074099.jpg, 2857, 1, 2, 167, 334, 195, 374
19, 000000563329.jpg, 2858, 1, 2, 287, 273, 369, 349
19, 000000563329.jpg, 2858, 2, 2, 375, 168, 412, 192
19, 000000563329.jpg, 2858, 3, 2, 298, 161, 326, 182
19, 000000563329.jpg, 2858, 4, 2, 355, 158, 368, 171
19, 000000458856.jpg, 2860, 1, 2, 57, 304, 70, 324
19, 000000354389.jpg, 2861, 1, 0, 187, 140, 215, 168
19, 000000354389.jpg, 2861, 2, 2, 184, 244, 242, 349
19, 000000422008.jpg, 2862, 1, 2, 93, 93, 140, 159
19, 000000422008.jpg, 2862, 2, 2, 248, 68, 261, 99
19, 000000422008.jpg, 2862, 3, 2, 0, 138, 40, 223
19, 000000100859.jpg, 2863, 1, 0, 335, 156, 355, 176
19, 000000100859.jpg, 2863, 2, 2, 285, 254, 395, 360
19, 000000144772.jpg, 2864, 1, 0, 198, 105, 269, 176
19, 000000144772.jpg, 2864, 2, 1, 346, 310, 380, 347
19, 000000144772.jpg, 2864, 3, 2, 123, 265, 398, 416
19, 000000144772.jpg, 2864, 4, 2, 1, 233, 298, 416
19, 000000488745.jpg, 2865, 1, 0, 53, 78, 200, 225
19, 000000488745.jpg, 2865, 2, 1, 62, 271, 146, 388
19, 000000488745.jpg, 2865, 3, 2, 42, 260, 356, 415
19, 000000516582.jpg, 2866, 1, 0, 346, 138, 380, 172
19, 000000516582.jpg, 2866, 2, 0, 121, 160, 149, 189
19, 000000516582.jpg, 2866, 3, 2, 76, 286, 169, 410
19, 000000516582.jpg, 2866, 4, 2, 284, 285, 401, 416
19, 000000543531.jpg, 2867, 1, 0, 320, 75, 361, 116
19, 000000543531.jpg, 2867, 2, 0, 255, 97, 304, 146
19, 000000543531.jpg, 2867, 3, 1, 174, 290, 197, 332
19, 000000543531.jpg, 2867, 4, 1, 308, 300, 325, 348
19, 000000543531.jpg, 2867, 5, 2, 304, 136, 324, 145
19, 000000366782.jpg, 2868, 1, 2, 131, 306, 151, 352
19, 000000366782.jpg, 2868, 2, 2, 255, 336, 273, 354
19, 000000366782.jpg, 2868, 3, 2, 199, 251, 208, 260
19, 000000112980.jpg, 2869, 1, 2, 260, 230, 275, 252
19, 000000112980.jpg, 2869, 2, 2, 153, 206, 171, 233
19, 000000340441.jpg, 2870, 1, 1, 87, 314, 101, 342
19, 000000340441.jpg, 2870, 2, 2, 14, 269, 114, 370
19, 000000340441.jpg, 2870, 3, 2, 298, 99, 316, 121
19, 000000340441.jpg, 2870, 4, 2, 101, 205, 151, 294
19, 000000340441.jpg, 2870, 5, 2, 352, 99, 368, 121
19, 000000053095.jpg, 2871, 1, 2, 160, 337, 204, 367
19, 000000053095.jpg, 2871, 2, 2, 351, 252, 360, 264
19, 000000053095.jpg, 2871, 3, 2, 47, 277, 92, 294
19, 000000053095.jpg, 2871, 4, 2, 46, 273, 69, 286
19, 000000053095.jpg, 2871, 5, 2, 250, 213, 258, 220
19, 000000042209.jpg, 2872, 1, 0, 177, 170, 197, 190
19, 000000042209.jpg, 2872, 2, 0, 285, 186, 305, 206
19, 000000042209.jpg, 2872, 3, 1, 273, 268, 292, 280
19, 000000042209.jpg, 2872, 4, 2, 265, 234, 349, 314
19, 000000042209.jpg, 2872, 5, 2, 3, 304, 83, 415
19, 000000042209.jpg, 2872, 6, 2, 174, 215, 218, 274
19, 000000042209.jpg, 2872, 7, 2, 0, 160, 15, 186
19, 000000042209.jpg, 2872, 8, 2, 105, 190, 154, 231
19, 000000042209.jpg, 2872, 9, 2, 136, 213, 178, 257
19, 000000070865.jpg, 2873, 1, 0, 120, 32, 169, 81
19, 000000070865.jpg, 2873, 2, 0, 213, 112, 284, 183
19, 000000070865.jpg, 2873, 3, 1, 206, 265, 248, 308
19, 000000070865.jpg, 2873, 4, 1, 97, 205, 131, 218
19, 000000070865.jpg, 2873, 5, 2, 76, 127, 209, 251
19, 000000070865.jpg, 2873, 6, 2, 165, 227, 356, 378
19, 000000018367.jpg, 2874, 1, 0, 238, 41, 273, 75
19, 000000018367.jpg, 2874, 2, 1, 281, 152, 310, 169
19, 000000018367.jpg, 2874, 3, 2, 191, 151, 337, 283
19, 000000268739.jpg, 2875, 1, 0, 175, 59, 215, 100
19, 000000268739.jpg, 2875, 2, 1, 124, 209, 139, 230
19, 000000268739.jpg, 2875, 3, 2, 120, 194, 258, 349
19, 000000268739.jpg, 2875, 4, 2, 0, 99, 35, 162
19, 000000333730.jpg, 2876, 1, 0, 57, 140, 77, 160
19, 000000333730.jpg, 2876, 2, 2, 26, 179, 96, 221
19, 000000333730.jpg, 2876, 3, 2, 99, 119, 118, 130
19, 000000145214.jpg, 2877, 1, 2, 254, 0, 343, 64
19, 000000378872.jpg, 2878, 1, 0, 184, 195, 212, 223
19, 000000378872.jpg, 2878, 2, 2, 144, 217, 222, 250
19, 000000553954.jpg, 2879, 1, 0, 115, 175, 143, 203
19, 000000553954.jpg, 2879, 2, 0, 201, 128, 230, 157
19, 000000553954.jpg, 2879, 3, 1, 330, 235, 351, 274
19, 000000553954.jpg, 2879, 4, 2, 149, 230, 259, 338
19, 000000553954.jpg, 2879, 5, 2, 276, 254, 405, 399
19, 000000553954.jpg, 2879, 6, 2, 17, 260, 152, 389
19, 000000553954.jpg, 2879, 7, 2, 113, 220, 157, 299
19, 000000553954.jpg, 2879, 8, 2, 242, 214, 279, 300
19, 000000553954.jpg, 2879, 9, 2, 150, 201, 194, 295
19, 000000089228.jpg, 2880, 1, 0, 86, 139, 171, 224
19, 000000089228.jpg, 2880, 2, 2, 50, 273, 249, 416
19, 000000089228.jpg, 2880, 3, 2, 57, 379, 67, 387
19, 000000302000.jpg, 2882, 1, 2, 399, 212, 416, 239
19, 000000048145.jpg, 2883, 1, 1, 137, 235, 154, 270
19, 000000048145.jpg, 2883, 2, 2, 251, 211, 400, 352
19, 000000048145.jpg, 2883, 3, 2, 17, 220, 158, 378
19, 000000455533.jpg, 2884, 1, 2, 69, 274, 119, 325
19, 000000455533.jpg, 2884, 2, 2, 54, 254, 81, 293
19, 000000455533.jpg, 2884, 3, 2, 276, 249, 290, 265
19, 000000455533.jpg, 2884, 4, 2, 260, 249, 272, 263
19, 000000455533.jpg, 2884, 5, 2, 298, 253, 309, 267
19, 000000455533.jpg, 2884, 6, 2, 318, 247, 328, 259
19, 000000280876.jpg, 2885, 1, 0, 61, 60, 81, 80
19, 000000280876.jpg, 2885, 2, 1, 176, 242, 194, 245
19, 000000280876.jpg, 2885, 3, 2, 46, 77, 96, 96
19, 000000280876.jpg, 2885, 4, 2, 93, 236, 293, 358
19, 000000280876.jpg, 2885, 5, 2, 1, 78, 45, 95
19, 000000555909.jpg, 2886, 1, 0, 112, 19, 197, 104
19, 000000054664.jpg, 2887, 1, 0, 228, 103, 262, 137
19, 000000054664.jpg, 2887, 2, 2, 110, 239, 294, 394
19, 000000238199.jpg, 2888, 1, 2, 132, 82, 225, 129
19, 000000485509.jpg, 2889, 1, 2, 181, 250, 200, 279
19, 000000485509.jpg, 2889, 2, 2, 209, 243, 215, 252
19, 000000485509.jpg, 2889, 3, 2, 217, 244, 225, 253
19, 000000485509.jpg, 2889, 4, 2, 277, 244, 280, 248
19, 000000485509.jpg, 2889, 5, 2, 270, 245, 274, 249
19, 000000535519.jpg, 2890, 1, 2, 336, 4, 368, 25
19, 000000442790.jpg, 2891, 1, 0, 139, 98, 198, 157
19, 000000442790.jpg, 2891, 2, 0, 187, 92, 246, 151
19, 000000442790.jpg, 2891, 3, 1, 174, 228, 215, 272
19, 000000442790.jpg, 2891, 4, 1, 218, 144, 240, 190
19, 000000348907.jpg, 2892, 1, 2, 291, 248, 386, 409
19, 000000348907.jpg, 2892, 2, 2, 351, 246, 414, 406
19, 000000348907.jpg, 2892, 3, 2, 61, 141, 85, 168
19, 000000348907.jpg, 2892, 4, 2, 267, 172, 291, 210
19, 000000323588.jpg, 2893, 1, 0, 163, 162, 233, 233
19, 000000323588.jpg, 2893, 2, 0, 166, 48, 200, 82
19, 000000323588.jpg, 2893, 3, 0, 3, 37, 37, 72
19, 000000323588.jpg, 2893, 4, 2, 125, 116, 216, 196
19, 000000323588.jpg, 2893, 5, 2, 251, 64, 337, 157
19, 000000323588.jpg, 2893, 6, 2, 197, 269, 414, 416
19, 000000323588.jpg, 2893, 7, 2, 62, 156, 123, 248
19, 000000060774.jpg, 2894, 1, 2, 209, 295, 372, 383
19, 000000478517.jpg, 2895, 1, 0, 219, 124, 239, 144
19, 000000478517.jpg, 2895, 2, 0, 112, 87, 136, 111
19, 000000478517.jpg, 2895, 3, 1, 140, 148, 159, 163
19, 000000478517.jpg, 2895, 4, 2, 202, 251, 283, 391
19, 000000478517.jpg, 2895, 5, 2, 83, 242, 149, 396
19, 000000304173.jpg, 2896, 1, 0, 117, 44, 141, 68
19, 000000304173.jpg, 2896, 2, 0, 30, 75, 54, 99
19, 000000304173.jpg, 2896, 3, 1, 173, 188, 187, 209
19, 000000304173.jpg, 2896, 4, 2, 2, 224, 94, 397
19, 000000304173.jpg, 2896, 5, 2, 88, 209, 194, 395
19, 000000304173.jpg, 2896, 6, 2, 151, 58, 159, 72
19, 000000304173.jpg, 2896, 7, 2, 170, 53, 178, 64
19, 000000304173.jpg, 2896, 8, 2, 178, 60, 185, 72
19, 000000355902.jpg, 2897, 1, 0, 151, 134, 171, 154
19, 000000355902.jpg, 2897, 2, 2, 32, 243, 200, 372
19, 000000433051.jpg, 2898, 1, 2, 266, 147, 305, 203
19, 000000040075.jpg, 2899, 1, 0, 318, 113, 352, 148
19, 000000106617.jpg, 2900, 1, 0, 69, 88, 154, 173
19, 000000106617.jpg, 2900, 2, 0, 266, 88, 351, 173
19, 000000106617.jpg, 2900, 3, 1, 285, 266, 354, 309
19, 000000106617.jpg, 2900, 4, 1, 113, 329, 164, 389
19, 000000106617.jpg, 2900, 5, 2, 0, 232, 175, 416
19, 000000109316.jpg, 2901, 1, 2, 209, 290, 376, 379
19, 000000291834.jpg, 2902, 1, 2, 234, 151, 341, 209
19, 000000291834.jpg, 2902, 2, 2, 41, 198, 82, 230
19, 000000278371.jpg, 2903, 1, 1, 262, 190, 280, 230
19, 000000278371.jpg, 2903, 2, 2, 49, 26, 130, 152
19, 000000278371.jpg, 2903, 3, 2, 153, 51, 236, 177
19, 000000278371.jpg, 2903, 4, 2, 311, 107, 415, 293
19, 000000278371.jpg, 2903, 5, 2, 368, 277, 416, 402
19, 000000416059.jpg, 2904, 1, 2, 227, 134, 291, 238
19, 000000416059.jpg, 2904, 2, 2, 276, 173, 353, 296
19, 000000079873.jpg, 2905, 1, 1, 175, 116, 194, 142
19, 000000079873.jpg, 2905, 2, 2, 4, 233, 275, 415
19, 000000347170.jpg, 2906, 1, 1, 326, 202, 338, 220
19, 000000347170.jpg, 2906, 2, 1, 199, 131, 219, 153
19, 000000347170.jpg, 2906, 3, 2, 177, 226, 339, 347
19, 000000302236.jpg, 2907, 1, 2, 113, 259, 416, 416
19, 000000073445.jpg, 2908, 1, 2, 276, 125, 311, 153
19, 000000073445.jpg, 2908, 2, 2, 267, 122, 282, 135
19, 000000576468.jpg, 2909, 1, 2, 69, 178, 211, 227
19, 000000235429.jpg, 2910, 1, 0, 71, 73, 95, 97
19, 000000235429.jpg, 2910, 2, 0, 316, 79, 356, 120
19, 000000235429.jpg, 2910, 3, 0, 179, 75, 220, 116
19, 000000235429.jpg, 2910, 4, 0, 0, 117, 33, 158
19, 000000235429.jpg, 2910, 5, 1, 302, 277, 324, 310
19, 000000235429.jpg, 2910, 6, 1, 186, 257, 213, 279
19, 000000235429.jpg, 2910, 7, 2, 40, 171, 124, 277
19, 000000235429.jpg, 2910, 8, 2, 146, 259, 267, 414
19, 000000235429.jpg, 2910, 9, 2, 275, 238, 400, 416
19, 000000235429.jpg, 2910, 10, 2, 0, 251, 144, 406
19, 000000235429.jpg, 2910, 11, 2, 42, 141, 114, 220
19, 000000472003.jpg, 2912, 1, 0, 143, 73, 167, 97
19, 000000472003.jpg, 2912, 2, 1, 144, 271, 162, 290
19, 000000472003.jpg, 2912, 3, 2, 163, 335, 262, 402
19, 000000371923.jpg, 2913, 1, 0, 131, 169, 165, 203
19, 000000371923.jpg, 2913, 2, 2, 94, 95, 252, 176
19, 000000369333.jpg, 2914, 1, 2, 329, 270, 392, 333
19, 000000369333.jpg, 2914, 2, 2, 178, 300, 295, 410
19, 000000369333.jpg, 2914, 3, 2, 277, 283, 323, 355
19, 000000338760.jpg, 2916, 1, 1, 253, 13, 270, 42
19, 000000338760.jpg, 2916, 2, 2, 36, 95, 78, 138
19, 000000338760.jpg, 2916, 3, 2, 193, 149, 205, 164
19, 000000338760.jpg, 2916, 4, 2, 211, 185, 359, 325
19, 000000338760.jpg, 2916, 5, 2, 159, 143, 166, 150
19, 000000490714.jpg, 2917, 1, 2, 170, 135, 307, 189
19, 000000457492.jpg, 2918, 1, 2, 236, 238, 300, 317
19, 000000533378.jpg, 2919, 1, 2, 223, 161, 234, 176
19, 000000533378.jpg, 2919, 2, 2, 196, 159, 207, 173
19, 000000502862.jpg, 2920, 1, 0, 187, 86, 246, 145
19, 000000502862.jpg, 2920, 2, 1, 194, 279, 247, 309
19, 000000502862.jpg, 2920, 3, 1, 344, 309, 412, 358
19, 000000010646.jpg, 2921, 1, 0, 249, 48, 319, 119
19, 000000010646.jpg, 2921, 2, 0, 57, 170, 77, 190
19, 000000010646.jpg, 2921, 3, 1, 318, 258, 355, 295
19, 000000010646.jpg, 2921, 4, 1, 5, 252, 125, 400
19, 000000010646.jpg, 2921, 5, 2, 52, 191, 84, 214
19, 000000010646.jpg, 2921, 6, 2, 112, 150, 399, 281
19, 000000316490.jpg, 2922, 1, 0, 205, 102, 225, 122
19, 000000316490.jpg, 2922, 2, 2, 182, 171, 249, 244
19, 000000167851.jpg, 2923, 1, 2, 141, 159, 180, 188
19, 000000466090.jpg, 2924, 1, 0, 235, 89, 269, 123
19, 000000466090.jpg, 2924, 2, 0, 321, 138, 345, 161
19, 000000466090.jpg, 2924, 3, 1, 164, 240, 179, 263
19, 000000466090.jpg, 2924, 4, 1, 224, 40, 252, 66
19, 000000466090.jpg, 2924, 5, 2, 41, 197, 112, 252
19, 000000466090.jpg, 2924, 6, 2, 311, 240, 416, 355
19, 000000466090.jpg, 2924, 7, 2, 74, 1, 129, 54
19, 000000466090.jpg, 2924, 8, 2, 164, 242, 354, 408
19, 000000466090.jpg, 2924, 9, 2, 33, 6, 81, 58
19, 000000466090.jpg, 2924, 10, 2, 121, 42, 166, 82
19, 000000466090.jpg, 2924, 11, 2, 286, 40, 338, 76
19, 000000466090.jpg, 2924, 12, 2, 199, 11, 243, 29
19, 000000466090.jpg, 2924, 13, 2, 159, 47, 208, 83
19, 000000466090.jpg, 2924, 14, 2, 335, 0, 395, 31
19, 000000359356.jpg, 2925, 1, 0, 81, 174, 101, 194
19, 000000359356.jpg, 2925, 2, 2, 32, 239, 77, 315
19, 000000359356.jpg, 2925, 3, 2, 211, 216, 247, 300
19, 000000359356.jpg, 2925, 4, 2, 79, 259, 147, 377
19, 000000359356.jpg, 2925, 5, 2, 353, 50, 385, 98
19, 000000359356.jpg, 2925, 6, 2, 296, 147, 331, 176
19, 000000359356.jpg, 2925, 7, 2, 326, 49, 358, 98
19, 000000395382.jpg, 2926, 1, 0, 181, 68, 240, 127
19, 000000395382.jpg, 2926, 2, 1, 253, 232, 276, 270
19, 000000395382.jpg, 2926, 3, 1, 210, 227, 229, 251
19, 000000395382.jpg, 2926, 4, 2, 160, 159, 396, 279
19, 000000395382.jpg, 2926, 5, 2, 47, 263, 191, 381
19, 000000339307.jpg, 2927, 1, 0, 200, 68, 234, 103
19, 000000339307.jpg, 2927, 2, 1, 280, 131, 304, 146
19, 000000339307.jpg, 2927, 3, 2, 116, 226, 293, 404
19, 000000506880.jpg, 2928, 1, 0, 292, 85, 316, 109
19, 000000506880.jpg, 2928, 2, 1, 348, 149, 361, 163
19, 000000506880.jpg, 2928, 3, 2, 238, 232, 361, 388
19, 000000204767.jpg, 2929, 1, 0, 184, 84, 255, 154
19, 000000204767.jpg, 2929, 2, 0, 307, 148, 327, 168
19, 000000204767.jpg, 2929, 3, 1, 195, 256, 282, 314
19, 000000204767.jpg, 2929, 4, 1, 272, 289, 333, 336
19, 000000204767.jpg, 2929, 5, 2, 380, 208, 416, 269
19, 000000204767.jpg, 2929, 6, 2, 304, 200, 355, 254
19, 000000204767.jpg, 2929, 7, 2, 52, 227, 346, 416
19, 000000264241.jpg, 2930, 1, 0, 203, 142, 223, 162
19, 000000264241.jpg, 2930, 2, 2, 127, 213, 194, 350
19, 000000264241.jpg, 2930, 3, 2, 0, 233, 46, 370
19, 000000264241.jpg, 2930, 4, 2, 286, 240, 344, 379
19, 000000264241.jpg, 2930, 5, 2, 198, 252, 249, 372
19, 000000264241.jpg, 2930, 6, 2, 325, 247, 412, 416
19, 000000264241.jpg, 2930, 7, 2, 29, 259, 134, 415
19, 000000264241.jpg, 2930, 8, 2, 205, 159, 272, 261
19, 000000264241.jpg, 2930, 9, 2, 107, 117, 134, 157
19, 000000475957.jpg, 2933, 1, 0, 164, 78, 266, 180
19, 000000475957.jpg, 2933, 2, 1, 132, 209, 191, 289
19, 000000475957.jpg, 2933, 3, 1, 200, 193, 245, 269
19, 000000475957.jpg, 2933, 4, 2, 89, 224, 346, 414
19, 000000387208.jpg, 2934, 1, 0, 87, 48, 263, 224
19, 000000387208.jpg, 2934, 2, 0, 2, 131, 31, 160
19, 000000387208.jpg, 2934, 3, 1, 62, 251, 196, 411
19, 000000387208.jpg, 2934, 4, 2, 376, 157, 415, 172
19, 000000387208.jpg, 2934, 5, 2, 0, 225, 315, 416
19, 000000256260.jpg, 2936, 1, 2, 251, 288, 303, 395
19, 000000388611.jpg, 2938, 1, 2, 137, 153, 209, 201
19, 000000357762.jpg, 2940, 1, 2, 243, 213, 267, 254
19, 000000357762.jpg, 2940, 2, 2, 200, 200, 221, 235
19, 000000357762.jpg, 2940, 3, 2, 325, 210, 349, 252
19, 000000357762.jpg, 2940, 4, 2, 14, 199, 25, 220
19, 000000058149.jpg, 2941, 1, 2, 243, 235, 297, 332
19, 000000058149.jpg, 2941, 2, 2, 48, 254, 62, 276
19, 000000058149.jpg, 2941, 3, 2, 143, 245, 157, 271
19, 000000058149.jpg, 2941, 4, 2, 126, 243, 141, 271
19, 000000058149.jpg, 2941, 5, 2, 74, 250, 96, 279
19, 000000058149.jpg, 2941, 6, 2, 29, 257, 44, 278
19, 000000194879.jpg, 2942, 1, 0, 307, 125, 348, 166
19, 000000194879.jpg, 2942, 2, 2, 294, 279, 403, 416
19, 000000194879.jpg, 2942, 3, 2, 19, 214, 57, 259
19, 000000135242.jpg, 2943, 1, 2, 147, 117, 252, 197
19, 000000135242.jpg, 2943, 2, 2, 253, 102, 310, 166
19, 000000135242.jpg, 2943, 3, 2, 368, 157, 405, 225
19, 000000135242.jpg, 2943, 4, 2, 207, 108, 239, 144
19, 000000135242.jpg, 2943, 5, 2, 25, 230, 291, 415
19, 000000135242.jpg, 2943, 6, 2, 335, 160, 384, 220
19, 000000485909.jpg, 2944, 1, 0, 61, 140, 120, 199
19, 000000485909.jpg, 2944, 2, 1, 303, 384, 319, 413
19, 000000485909.jpg, 2944, 3, 2, 4, 277, 183, 415
19, 000000485909.jpg, 2944, 4, 2, 257, 227, 414, 415
19, 000000572725.jpg, 2945, 1, 2, 165, 93, 277, 219
19, 000000299779.jpg, 2946, 1, 0, 353, 175, 394, 216
19, 000000299779.jpg, 2946, 2, 0, 72, 65, 107, 99
19, 000000299779.jpg, 2946, 3, 0, 204, 108, 245, 149
19, 000000299779.jpg, 2946, 4, 1, 322, 244, 365, 272
19, 000000299779.jpg, 2946, 5, 2, 165, 170, 288, 261
19, 000000299779.jpg, 2946, 6, 2, 292, 223, 416, 313
19, 000000299779.jpg, 2946, 7, 2, 60, 126, 177, 210
19, 000000299779.jpg, 2946, 8, 2, 0, 345, 151, 416
19, 000000212019.jpg, 2947, 1, 0, 107, 47, 319, 258
19, 000000212019.jpg, 2947, 2, 1, 9, 128, 140, 243
19, 000000368738.jpg, 2948, 1, 2, 291, 270, 405, 415
19, 000000368738.jpg, 2948, 2, 2, 191, 190, 211, 210
19, 000000368738.jpg, 2948, 3, 2, 190, 199, 210, 227
19, 000000357898.jpg, 2949, 1, 1, 216, 94, 261, 195
19, 000000357898.jpg, 2949, 2, 2, 70, 225, 357, 416
19, 000000175334.jpg, 2950, 1, 0, 177, 33, 248, 104
19, 000000175334.jpg, 2950, 2, 2, 76, 222, 344, 413
19, 000000357413.jpg, 2951, 1, 0, 179, 188, 203, 212
19, 000000357413.jpg, 2951, 2, 2, 171, 281, 229, 396
19, 000000350361.jpg, 2952, 1, 0, 102, 109, 126, 133
19, 000000350361.jpg, 2952, 2, 0, 191, 166, 215, 190
19, 000000350361.jpg, 2952, 3, 2, 66, 232, 200, 372
19, 000000350361.jpg, 2952, 4, 2, 163, 253, 231, 361
19, 000000532175.jpg, 2953, 1, 0, 152, 149, 181, 177
19, 000000532175.jpg, 2953, 2, 1, 200, 285, 222, 299
19, 000000532175.jpg, 2953, 3, 2, 87, 270, 217, 401
19, 000000532175.jpg, 2953, 4, 2, 270, 208, 309, 266
19, 000000532175.jpg, 2953, 5, 2, 326, 170, 335, 184
19, 000000532175.jpg, 2953, 6, 2, 72, 167, 79, 176
19, 000000532175.jpg, 2953, 7, 2, 7, 195, 20, 218
19, 000000510033.jpg, 2956, 1, 2, 260, 224, 334, 294
19, 000000545405.jpg, 2957, 1, 2, 319, 15, 355, 49
19, 000000545405.jpg, 2957, 2, 2, 0, 5, 94, 182
19, 000000299443.jpg, 2958, 1, 2, 156, 132, 327, 231
19, 000000167963.jpg, 2959, 1, 2, 248, 152, 337, 211
19, 000000392985.jpg, 2960, 1, 2, 46, 184, 57, 205
19, 000000172092.jpg, 2961, 1, 0, 193, 128, 252, 187
19, 000000172092.jpg, 2961, 2, 1, 7, 203, 36, 238
19, 000000172092.jpg, 2961, 3, 2, 48, 270, 255, 415
19, 000000193480.jpg, 2962, 1, 2, 325, 343, 379, 367
19, 000000193480.jpg, 2962, 2, 2, 125, 142, 135, 151
19, 000000193480.jpg, 2962, 3, 2, 240, 340, 284, 368
19, 000000193480.jpg, 2962, 4, 2, 237, 237, 250, 250
19, 000000193480.jpg, 2962, 5, 2, 194, 109, 199, 117
19, 000000193480.jpg, 2962, 6, 2, 12, 344, 66, 368
19, 000000193480.jpg, 2962, 7, 2, 372, 343, 416, 367
19, 000000394713.jpg, 2963, 1, 2, 315, 317, 380, 397
19, 000000394713.jpg, 2963, 2, 2, 82, 263, 105, 293
19, 000000394713.jpg, 2963, 3, 2, 209, 250, 222, 264
19, 000000412986.jpg, 2964, 1, 2, 60, 147, 112, 262
19, 000000338030.jpg, 2965, 1, 2, 153, 148, 169, 157
19, 000000404033.jpg, 2969, 1, 0, 294, 98, 353, 157
19, 000000404033.jpg, 2969, 2, 0, 228, 199, 287, 258
19, 000000404033.jpg, 2969, 3, 0, 0, 90, 100, 212
19, 000000404033.jpg, 2969, 4, 0, 176, 179, 210, 213
19, 000000404033.jpg, 2969, 5, 0, 267, 140, 296, 168
19, 000000404033.jpg, 2969, 6, 0, 218, 87, 241, 111
19, 000000404033.jpg, 2969, 7, 1, 60, 137, 100, 233
19, 000000404033.jpg, 2969, 8, 2, 1, 259, 187, 415
19, 000000404033.jpg, 2969, 9, 2, 224, 301, 416, 416
19, 000000404033.jpg, 2969, 10, 2, 178, 303, 250, 416
19, 000000400516.jpg, 2970, 1, 0, 187, 164, 207, 184
19, 000000400516.jpg, 2970, 2, 0, 215, 162, 235, 182
19, 000000400516.jpg, 2970, 3, 0, 383, 132, 403, 152
19, 000000400516.jpg, 2970, 4, 2, 357, 268, 416, 414
19, 000000400516.jpg, 2970, 5, 2, 292, 263, 353, 410
19, 000000400516.jpg, 2970, 6, 2, 37, 261, 108, 416
